user_id;gender;age;zipcode;occupation
3165;2;35;60611;executive/2anagerial
3166;2;18;32607;college/grad student
3167;2;25;77056;artist
3168;1;35;94546;custo2er service
3169;2;50;23518;other or not speci1ied
3170;2;25;8461;other or not speci1ied
3171;1;50;10128;clerical/ad2in
3172;2;18;55408;progra22er
3173;2;25;55317;progra22er
3174;1;18;10018;sales/2arketing
3175;2;35;10014;sel1-e2ployed
3176;2;25;95129;technician/engineer
3177;1;25;94132;doctor/health care
3178;1;35;44313;custo2er service
3179;1;18;2125;writer
3180;2;25;7430;sales/2arketing
3181;2;25;7436;progra22er
3182;2;25;12866;progra22er
3183;2;50;60510;executive/2anagerial
3184;1;25;21214;trades2an/cra1ts2an
3185;2;18;55337;executive/2anagerial
3186;2;50;92122;acade2ic/educator
3187;2;35;32935;progra22er
3188;2;56;55344;retired
3189;2;25;90292;sel1-e2ployed
3190;2;1;97062;technician/engineer
3191;2;25;27707;progra22er
3192;2;18;2912;college/grad student
3193;2;25;92019;other or not speci1ied
3194;2;25;92648;scientist
3195;2;18;80228;college/grad student
3196;1;18;45219;college/grad student
3197;1;18;94110;sales/2arketing
3198;2;25;94110;progra22er
3199;2;18;57106;other or not speci1ied
3200;1;25;98144;acade2ic/educator
3201;2;45;35216;executive/2anagerial
3202;1;18;24060;college/grad student
3203;2;35;90254;other or not speci1ied
3204;2;45;80304;sel1-e2ployed
3205;1;35;80304;sel1-e2ployed
3206;2;18;44089;writer
3207;2;35;60610;executive/2anagerial
3208;2;25;30342;sales/2arketing
3209;2;25;21555;other or not speci1ied
3210;1;45;2115;other or not speci1ied
3211;2;50;20015;sel1-e2ployed
3212;1;25;11215;technician/engineer
3213;1;25;83705;acade2ic/educator
3214;1;56;10019;executive/2anagerial
3215;1;50;55447;retired
3216;2;35;54481;acade2ic/educator
3217;1;35;92630;other or not speci1ied
3218;2;56;48070;doctor/health care
3219;1;18;54302;college/grad student
3220;2;35;54016;executive/2anagerial
3221;2;25;19106;other or not speci1ied
3222;2;35;10583;executive/2anagerial
3223;2;25;10014;writer
3224;1;25;93428;sales/2arketing
3225;2;18;15237;other or not speci1ied
3226;2;35;10027;college/grad student
3227;1;25;60657;sales/2arketing
3228;2;25;5448;sales/2arketing
3229;1;56;93105;acade2ic/educator
3230;2;35;92630;sel1-e2ployed
3231;2;25;55112;executive/2anagerial
3232;2;35;92821;progra22er
3233;2;50;60660;artist
3234;1;1;90012;other or not speci1ied
3235;2;18;87801;college/grad student
3236;2;18;87111;scientist
3237;2;35;5401;executive/2anagerial
3238;2;35;10069;executive/2anagerial
3239;1;25;7730;progra22er
3240;2;18;55403;college/grad student
3241;1;50;20004;other or not speci1ied
3242;2;50;94089;retired
3243;2;25;98117;progra22er
3244;1;18;92647;college/grad student
3245;2;18;8820;artist
3246;1;35;85258;acade2ic/educator
3247;2;35;92649;scientist
3248;1;25;94115;executive/2anagerial
3249;1;25;92648;college/grad student
3250;2;25;90069;college/grad student
3251;2;35;15330;technician/engineer
3252;2;50;76067;other or not speci1ied
3253;1;35;26505;college/grad student
3254;1;35;95843;doctor/health care
3255;1;25;91902;scientist
3256;2;25;92111;scientist
3257;2;25;94105;sales/2arketing
3258;2;45;2339;doctor/health care
3259;1;18;95616;college/grad student
3260;2;25;44514;college/grad student
3261;2;45;87505;writer
3262;2;25;55391;sales/2arketing
3263;2;50;66048;lawyer
3264;1;25;94536;acade2ic/educator
3265;2;25;53704;scientist
3266;1;25;95616;college/grad student
3267;2;25;78705;college/grad student
3268;2;25;4106;progra22er
3269;1;18;45220;writer
3270;2;18;45220;lawyer
3271;1;35;92704;other or not speci1ied
3272;2;35;8330;other or not speci1ied
3273;2;35;11201;executive/2anagerial
3274;2;25;2062;writer
3275;2;35;10028;executive/2anagerial
3276;2;25;55391;writer
3277;2;25;94107;technician/engineer
3278;2;35;10014;executive/2anagerial
3279;2;45;92880;scientist
3280;2;25;33486;executive/2anagerial
3281;2;25;79705;technician/engineer
3282;2;45;20009;clerical/ad2in
3283;2;35;66208;sel1-e2ployed
3284;2;25;48197;doctor/health care
3285;2;25;44706;college/grad student
3286;1;35;80013;executive/2anagerial
3287;2;56;27514-3540;retired
3288;2;25;94133;sales/2arketing
3289;2;45;95695;doctor/health care
3290;2;25;90292;sales/2arketing
3291;1;25;27516;executive/2anagerial
3292;1;50;79410;doctor/health care
3293;2;45;37343;sales/2arketing
3294;2;18;78749;college/grad student
3295;2;18;92123;trades2an/cra1ts2an
3296;2;18;90292;sales/2arketing
3297;2;18;91325;college/grad student
3298;2;1;20876;K-12 student
3299;1;25;19119;college/grad student
3300;2;35;19119;custo2er service
3301;1;25;85719;artist
3302;2;25;74074;technician/engineer
3303;2;56;6405;technician/engineer
3304;1;45;92649;custo2er service
3305;2;56;94708;writer
3306;2;45;60045;sales/2arketing
3307;2;50;90640;doctor/health care
3308;1;18;15701-1348;writer
3309;2;25;20707;technician/engineer
3310;2;45;12561;sales/2arketing
3311;2;25;90039;college/grad student
3312;1;18;90039;college/grad student
3313;2;35;90292;writer
3314;2;25;6516;executive/2anagerial
3315;2;25;78731;progra22er
3316;2;1;92557;une2ployed
3317;2;25;78705;college/grad student
3318;2;56;30047;retired
3319;1;56;92308;retired
3320;2;25;56082;acade2ic/educator
3321;2;35;95380;acade2ic/educator
3322;1;18;68516;college/grad student
3323;2;35;11784;sales/2arketing
3324;2;35;48083;technician/engineer
3325;1;35;39180;sales/2arketing
3326;2;45;64138;executive/2anagerial
3327;2;18;91423;progra22er
3328;2;56;91790-1161;une2ployed
3329;2;50;72601;trades2an/cra1ts2an
3330;1;35;47933;acade2ic/educator
3331;1;25;6854;executive/2anagerial
3332;2;25;6854;executive/2anagerial
3333;2;18;29404-2205;sel1-e2ployed
3334;2;35;9142;other or not speci1ied
3335;2;25;10023;other or not speci1ied
3336;2;35;93436;technician/engineer
3337;2;25;97214;college/grad student
3338;2;45;8053;sel1-e2ployed
3339;2;25;44118;technician/engineer
3340;2;45;48097;sel1-e2ployed
3341;2;25;91730;writer
3342;1;25;92705;custo2er service
3343;1;18;79912;college/grad student
3344;2;35;8902;other or not speci1ied
3345;2;25;18655;executive/2anagerial
3346;2;35;54016;executive/2anagerial
3347;1;35;91362;executive/2anagerial
3348;2;45;94546;sel1-e2ployed
3349;1;18;92054;college/grad student
3350;1;18;20815;other or not speci1ied
3351;1;18;92870;custo2er service
3352;2;35;30533;other or not speci1ied
3353;2;35;92688;technician/engineer
3354;2;25;18615;executive/2anagerial
3355;2;25;400060;acade2ic/educator
3356;2;35;95031;executive/2anagerial
3357;2;25;64055;trades2an/cra1ts2an
3358;1;25;91790;acade2ic/educator
3359;2;25;22936;writer
3360;1;25;92646;other or not speci1ied
3361;2;25;91790;college/grad student
3362;1;25;90212;other or not speci1ied
3363;1;35;4046;ho2e2aker
3364;2;56;17033;retired
3365;2;50;23059;technician/engineer
3366;2;35;8750;sales/2arketing
3367;2;50;10025;sel1-e2ployed
3368;2;25;55435;sales/2arketing
3369;2;45;14701;trades2an/cra1ts2an
3370;2;18;92833;college/grad student
3371;2;25;55405;artist
3372;2;56;55118;retired
3373;2;18;94709;sel1-e2ployed
3374;2;35;64801;custo2er service
3375;2;25;89193;college/grad student
3376;2;35;10803;sel1-e2ployed
3377;2;25;3570;technician/engineer
3378;2;18;48135;college/grad student
3379;2;35;20037;acade2ic/educator
3380;2;50;20815;other or not speci1ied
3381;2;25;96671;other or not speci1ied
3382;1;1;55305;K-12 student
3383;2;56;3070;sel1-e2ployed
3384;2;35;91304;executive/2anagerial
3385;1;25;32212;ho2e2aker
3386;2;18;55414;college/grad student
3387;2;18;94706;acade2ic/educator
3388;1;25;92646;acade2ic/educator
3389;2;18;13603;other or not speci1ied
3390;1;45;2476;writer
3391;2;18;48135;college/grad student
3392;2;50;8108;doctor/health care
3393;2;35;60563;progra22er
3394;2;35;90069;executive/2anagerial
3395;2;25;2134;executive/2anagerial
3396;2;25;15217;progra22er
3397;2;25;55414;custo2er service
3398;2;18;30033;writer
3399;2;25;14623;college/grad student
3400;2;25;8742;sales/2arketing
3401;2;35;76109;executive/2anagerial
3402;2;35;30306;writer
3403;2;35;48342;custo2er service
3404;2;25;95380;1ar2er
3405;2;35;92084;sales/2arketing
3406;1;25;85214;executive/2anagerial
3407;1;45;60050;custo2er service
3408;2;25;14830;technician/engineer
3409;2;25;48127;college/grad student
3410;2;35;20653;acade2ic/educator
3411;2;18;2139;college/grad student
3412;2;25;85213;trades2an/cra1ts2an
3413;1;25;92084;technician/engineer
3414;2;25;75146;technician/engineer
3415;2;35;80129;executive/2anagerial
3416;2;25;20850;progra22er
3417;1;18;14616;artist
3418;1;18;22305;clerical/ad2in
3419;2;45;16801;acade2ic/educator
3420;1;25;48105;executive/2anagerial
3421;2;45;94501;executive/2anagerial
3422;2;25;43221;custo2er service
3423;2;25;84088;executive/2anagerial
3424;2;25;92111;doctor/health care
3425;2;18;48135;writer
3426;2;25;90046;writer
3427;2;25;78267;sales/2arketing
3428;2;45;47933;acade2ic/educator
3429;1;25;94602;executive/2anagerial
3430;1;45;15208;acade2ic/educator
3431;1;45;48867;doctor/health care
3432;2;25;27410;progra22er
3433;2;18;55113;progra22er
3434;2;18;48867;college/grad student
3435;2;45;48867;acade2ic/educator
3436;2;35;98503;other or not speci1ied
3437;1;25;37203;other or not speci1ied
3438;1;25;78735;other or not speci1ied
3439;2;18;76116;technician/engineer
3440;2;56;32822;technician/engineer
3441;1;25;94109;sales/2arketing
3442;2;18;20878;progra22er
3443;1;35;48219;technician/engineer
3444;2;50;33401;sales/2arketing
3445;1;35;92009;writer
3446;2;25;30620;executive/2anagerial
3447;2;25;94131;progra22er
3448;1;18;60640;clerical/ad2in
3449;2;25;2142;sales/2arketing
3450;2;25;78251;custo2er service
3451;1;25;94117;lawyer
3452;2;25;7702;sales/2arketing
3453;2;35;7981;executive/2anagerial
3454;2;18;92122;other or not speci1ied
3455;1;25;7701;other or not speci1ied
3456;2;25;54401;technician/engineer
3457;2;25;19083;writer
3458;2;45;2131;other or not speci1ied
3459;2;18;76266;college/grad student
3460;2;1;10012;college/grad student
3461;2;35;95409;other or not speci1ied
3462;1;25;73160;college/grad student
3463;2;25;80301;scientist
3464;1;25;78251;sales/2arketing
3465;2;25;45383;sales/2arketing
3466;2;25;94306;sales/2arketing
3467;2;25;55421;sales/2arketing
3468;2;25;94546;writer
3469;2;45;2176;technician/engineer
3470;2;35;49887;technician/engineer
3471;2;18;80302;college/grad student
3472;2;25;33156;doctor/health care
3473;1;35;2472;sel1-e2ployed
3474;2;35;10538;lawyer
3475;2;25;33133;sales/2arketing
3476;2;50;44126;other or not speci1ied
3477;1;50;10024;acade2ic/educator
3478;2;25;10019;executive/2anagerial
3479;2;18;78626;college/grad student
3480;2;25;59405;other or not speci1ied
3481;2;18;94122;college/grad student
3482;2;50;8043;technician/engineer
3483;1;45;30260;executive/2anagerial
3484;2;18;28403;college/grad student
3485;2;25;94121;other or not speci1ied
3486;1;18;98225;other or not speci1ied
3487;2;18;60611;college/grad student
3488;2;45;80228;technician/engineer
3489;2;18;60201;college/grad student
3490;2;25;74136;other or not speci1ied
3491;2;25;28542;sel1-e2ployed
3492;2;35;77005;executive/2anagerial
3493;2;25;61350;technician/engineer
3494;2;25;28607;acade2ic/educator
3495;2;18;94608;college/grad student
3496;2;35;92867;custo2er service
3497;1;35;94109;artist
3498;2;25;28052;technician/engineer
3499;2;25;77006;clerical/ad2in
3500;2;35;20650;executive/2anagerial
3501;1;35;30309;executive/2anagerial
3502;1;18;80503;executive/2anagerial
3503;2;18;59715;college/grad student
3504;2;18;2215;executive/2anagerial
3505;1;25;55455;scientist
3506;2;18;80503;progra22er
3507;2;25;2472;other or not speci1ied
3508;2;18;2151;college/grad student
3509;2;18;2115;college/grad student
3510;1;18;2142;college/grad student
3511;2;50;88004;other or not speci1ied
3512;2;18;2140;technician/engineer
3513;2;25;1890;sel1-e2ployed
3514;2;18;30318;progra22er
3515;2;35;55042;clerical/ad2in
3516;2;18;42101;college/grad student
3517;2;18;53713;progra22er
3518;1;18;11215;executive/2anagerial
3519;1;25;11215;sales/2arketing
3520;2;25;40515;other or not speci1ied
3521;2;25;53213;other or not speci1ied
3522;2;18;97469;other or not speci1ied
3523;2;35;53404;executive/2anagerial
3524;1;25;83355;other or not speci1ied
3525;1;18;2142;college/grad student
3526;2;35;62263-3004;artist
3527;2;25;53213;other or not speci1ied
3528;2;35;41144;custo2er service
3529;1;45;97361;acade2ic/educator
3530;2;25;77058;other or not speci1ied
3531;1;25;55409;lawyer
3532;1;35;10028;sales/2arketing
3533;2;25;55344;artist
3534;2;35;68506;technician/engineer
3535;2;45;77630;trades2an/cra1ts2an
3536;2;18;57103;college/grad student
3537;2;1;97402;K-12 student
3538;2;35;40504;other or not speci1ied
3539;1;25;77006;college/grad student
3540;2;18;57106;technician/engineer
3541;2;25;2494;clerical/ad2in
3542;2;25;14803;scientist
3543;2;25;60659;technician/engineer
3544;1;25;92507;college/grad student
3545;2;35;92507;progra22er
3546;2;25;41706;writer
3547;2;35;94108;sel1-e2ployed
3548;2;45;92965;executive/2anagerial
3549;1;35;60137;executive/2anagerial
3550;2;25;55447;custo2er service
3551;1;56;98374;other or not speci1ied
3552;1;35;2879;artist
3553;2;35;61600;sel1-e2ployed
3554;2;25;15203;scientist
3555;2;56;55430;executive/2anagerial
3556;2;25;3038;technician/engineer
3557;2;18;48185;custo2er service
3558;2;18;66044;technician/engineer
3559;2;18;11364;college/grad student
3560;1;25;74105;doctor/health care
3561;2;35;63304;sales/2arketing
3562;1;25;32812;doctor/health care
3563;2;25;33133;artist
3564;2;25;2169;lawyer
3565;2;25;53572;trades2an/cra1ts2an
3566;2;45;53818;other or not speci1ied
3567;2;25;54915;sales/2arketing
3568;2;25;98503;other or not speci1ied
3569;1;18;48823;artist
3570;2;35;19050;progra22er
3571;2;18;10044;college/grad student
3572;2;35;4287;lawyer
3573;2;1;48867;K-12 student
3574;1;35;33314;doctor/health care
3575;2;25;54915;trades2an/cra1ts2an
3576;2;50;68046;executive/2anagerial
3577;1;56;231;other or not speci1ied
3578;2;50;96714;clerical/ad2in
3579;2;18;32219;other or not speci1ied
3580;1;18;32219;clerical/ad2in
3581;2;18;57382;acade2ic/educator
3582;1;35;52405;other or not speci1ied
3583;1;25;41075;ho2e2aker
3584;2;18;76543;other or not speci1ied
3585;2;35;60640;writer
3586;2;35;60640;writer
3587;2;35;93611;clerical/ad2in
3588;2;25;90068;artist
3589;1;45;80010;other or not speci1ied
3590;1;18;2115;scientist
3591;2;35;96158;doctor/health care
3592;1;56;99701;artist
3593;1;25;53719;ho2e2aker
3594;2;1;2322;other or not speci1ied
3595;2;25;85024;other or not speci1ied
3596;1;35;19104;college/grad student
3597;2;25;55446;technician/engineer
3598;2;56;90210;acade2ic/educator
3599;2;25;97378;sel1-e2ployed
3600;2;35;94506;writer
3601;1;35;95405;clerical/ad2in
3602;2;25;55443;progra22er
3603;1;35;78704;executive/2anagerial
3604;1;1;2879;K-12 student
3605;2;18;60640;progra22er
3606;1;25;2445;scientist
3607;2;35;32506;technician/engineer
3608;1;35;2879;ho2e2aker
3609;1;25;48239;technician/engineer
3610;2;18;30064;doctor/health care
3611;2;25;84321;artist
3612;2;25;29609;sales/2arketing
3613;2;25;37205;other or not speci1ied
3614;2;25;45458;other or not speci1ied
3615;2;25;76028;technician/engineer
3616;2;45;33759;other or not speci1ied
3617;2;35;49034;executive/2anagerial
3618;2;56;22657;technician/engineer
3619;2;50;97116;sel1-e2ployed
3620;2;25;94117;executive/2anagerial
3621;2;18;33023;college/grad student
3622;2;18;2446;acade2ic/educator
3623;2;35;43209;lawyer
3624;2;25;60068;progra22er
3625;2;18;48439;K-12 student
3626;2;25;75075;technician/engineer
3627;1;35;85287;acade2ic/educator
3628;2;25;78731;executive/2anagerial
3629;1;50;10022;executive/2anagerial
3630;2;18;77005;college/grad student
3631;2;18;77005;college/grad student
3632;2;50;33881;lawyer
3633;2;35;60441;trades2an/cra1ts2an
3634;2;50;88001;acade2ic/educator
3635;2;50;60062;acade2ic/educator
3636;2;25;6708;other or not speci1ied
3637;2;25;94127;doctor/health care
3638;2;25;90038;artist
3639;2;18;78250;college/grad student
3640;2;35;2370;executive/2anagerial
3641;2;25;92008;other or not speci1ied
3642;1;25;98188;executive/2anagerial
3643;2;25;22302;technician/engineer
3644;1;25;53711;lawyer
3645;2;35;97232;technician/engineer
3646;2;35;98106;writer
3647;2;25;80202;executive/2anagerial
3648;2;18;85210;college/grad student
3649;1;25;94115;other or not speci1ied
3650;2;25;60611;other or not speci1ied
3651;2;25;98103;sales/2arketing
3652;2;25;94608;progra22er
3653;2;18;96661;scientist
3654;2;25;94901;technician/engineer
3655;1;25;94121;executive/2anagerial
3656;1;45;34610;custo2er service
3657;2;18;95121;technician/engineer
3658;1;25;7090;executive/2anagerial
3659;2;18;29649;college/grad student
3660;2;35;15137;executive/2anagerial
3661;2;35;8852;progra22er
3662;2;35;8753;sel1-e2ployed
3663;1;35;17055;ho2e2aker
3664;1;35;94043;acade2ic/educator
3665;2;25;95903;other or not speci1ied
3666;2;45;68144;other or not speci1ied
3667;1;1;10706;K-12 student
3668;1;45;33324;executive/2anagerial
3669;2;25;60148;sales/2arketing
3670;2;45;55123;sales/2arketing
3671;2;25;98102;college/grad student
3672;2;35;8406;custo2er service
3673;2;25;10003;artist
3674;2;25;29205;writer
3675;2;35;6680;executive/2anagerial
3676;1;35;48109;progra22er
3677;1;25;6906;progra22er
3678;2;25;6880;other or not speci1ied
3679;2;25;68108;college/grad student
3680;1;25;94939;acade2ic/educator
3681;2;25;29662;executive/2anagerial
3682;1;50;10706;acade2ic/educator
3683;2;25;30606;artist
3684;2;25;83713;technician/engineer
3685;2;25;55100;custo2er service
3686;2;25;48070;executive/2anagerial
3687;1;50;62221;acade2ic/educator
3688;2;18;21202;doctor/health care
3689;2;25;80906;other or not speci1ied
3690;2;18;63116;other or not speci1ied
3691;2;25;21030;executive/2anagerial
3692;2;35;89147;technician/engineer
3693;2;25;94062;scientist
3694;2;25;28227;progra22er
3695;2;25;98502;artist
3696;2;35;19149;executive/2anagerial
3697;2;25;68516;scientist
3698;2;25;53202;executive/2anagerial
3699;1;56;30127;clerical/ad2in
3700;2;25;10021;sales/2arketing
3701;2;35;92614;acade2ic/educator
3702;2;35;53095;scientist
3703;2;18;97402;progra22er
3704;1;35;4255;other or not speci1ied
3705;2;45;30076;executive/2anagerial
3706;2;25;46725;progra22er
3707;1;18;34744;other or not speci1ied
3708;2;56;30097;executive/2anagerial
3709;2;25;89502;progra22er
3710;2;1;2818;K-12 student
3711;2;35;32506;other or not speci1ied
3712;2;25;60042;technician/engineer
3713;1;25;22201;executive/2anagerial
3714;2;25;92111;technician/engineer
3715;2;18;55428;custo2er service
3716;2;18;36115;progra22er
3717;2;35;94533;technician/engineer
3718;2;50;7728;technician/engineer
3719;2;25;39759;acade2ic/educator
3720;2;45;43065;executive/2anagerial
3721;2;25;94065;scientist
3722;2;25;80538;trades2an/cra1ts2an
3723;2;25;53048;sales/2arketing
3724;2;35;77083;doctor/health care
3725;2;18;32608;college/grad student
3726;2;25;92882;technician/engineer
3727;2;35;74401;executive/2anagerial
3728;2;18;7030;college/grad student
3729;2;18;20037;college/grad student
3730;2;25;48911;acade2ic/educator
3731;2;25;67443;technician/engineer
3732;2;25;60153;technician/engineer
3733;2;18;2777;college/grad student
3734;2;18;77840;college/grad student
3735;2;25;10009;other or not speci1ied
3736;2;35;44242;acade2ic/educator
3737;2;25;37127;sales/2arketing
3738;2;45;01904-1355;executive/2anagerial
3739;2;56;48070;lawyer
3740;2;18;55116;custo2er service
3741;2;25;96818;other or not speci1ied
3742;2;25;90266;other or not speci1ied
3743;1;35;89128;executive/2anagerial
3744;2;25;60645;other or not speci1ied
3745;1;25;49442;ho2e2aker
3746;2;25;54703;custo2er service
3747;2;45;89109;retired
3748;2;18;2026;college/grad student
3749;1;25;60664;other or not speci1ied
3750;1;18;94116;college/grad student
3751;1;35;55555;progra22er
3752;1;18;86314;acade2ic/educator
3753;2;25;42518;executive/2anagerial
3754;2;56;94612;executive/2anagerial
3755;1;50;8810;sales/2arketing
3756;2;18;53188;progra22er
3757;2;25;92612;executive/2anagerial
3758;1;35;2021;custo2er service
3759;2;35;54751;doctor/health care
3760;2;50;55128;other or not speci1ied
3761;2;25;27613;technician/engineer
3762;2;50;11746;doctor/health care
3763;2;25;98502;artist
3764;2;25;6111;acade2ic/educator
3765;1;50;34744;clerical/ad2in
3766;1;18;45458;acade2ic/educator
3767;2;25;94305;other or not speci1ied
3768;2;25;86314;college/grad student
3769;2;25;2446;scientist
3770;1;35;50322;clerical/ad2in
3771;2;25;14982;acade2ic/educator
3772;2;35;6074;technician/engineer
3773;2;35;50265;doctor/health care
3774;2;25;52556;other or not speci1ied
3775;2;35;14619;progra22er
3776;1;25;50265;college/grad student
3777;2;18;23112;college/grad student
3778;2;25;61832;other or not speci1ied
3779;1;45;98383;artist
3780;2;1;46979;other or not speci1ied
3781;1;56;54401;lawyer
3782;1;25;94602;other or not speci1ied
3783;2;25;97267;executive/2anagerial
3784;1;25;98027;acade2ic/educator
3785;1;25;93401;writer
3786;1;25;94115;other or not speci1ied
3787;1;25;94703;other or not speci1ied
3788;1;18;94587;other or not speci1ied
3789;1;25;94110;other or not speci1ied
3790;1;25;94618;technician/engineer
3791;2;50;60516;trades2an/cra1ts2an
3792;2;25;68108;doctor/health care
3793;2;18;21093;college/grad student
3794;1;18;53211;college/grad student
3795;1;18;91405;college/grad student
3796;2;45;2021;sales/2arketing
3797;2;25;2420;executive/2anagerial
3798;2;25;48326;executive/2anagerial
3799;2;18;17844;other or not speci1ied
3800;2;18;45458;acade2ic/educator
3801;2;18;36115;progra22er
3802;2;18;94520;other or not speci1ied
3803;1;35;19006;ho2e2aker
3804;2;25;6511;doctor/health care
3805;1;35;89031;acade2ic/educator
3806;2;18;55104;college/grad student
3807;1;35;32095;une2ployed
3808;2;25;60010;executive/2anagerial
3809;2;35;20650;doctor/health care
3810;2;50;20016;executive/2anagerial
3811;2;25;98103;scientist
3812;2;35;78749;technician/engineer
3813;2;35;80910;executive/2anagerial
3814;2;25;98102;scientist
3815;2;25;53406;technician/engineer
3816;1;25;90020;clerical/ad2in
3817;2;35;20122;clerical/ad2in
3818;2;45;32837;technician/engineer
3819;2;25;36115;progra22er
3820;2;25;90804;technician/engineer
3821;2;25;44313;writer
3822;2;45;98027;writer
3823;2;56;93711;executive/2anagerial
3824;2;25;32308;technician/engineer
3825;2;18;6279;acade2ic/educator
3826;2;25;48105;acade2ic/educator
3827;2;50;87020;artist
3828;2;25;92101;writer
3829;1;25;22307;acade2ic/educator
3830;2;18;60630;college/grad student
3831;1;18;84780;doctor/health care
3832;1;25;43214;executive/2anagerial
3833;2;25;68516;acade2ic/educator
3834;2;18;2322;artist
3835;2;25;40515;executive/2anagerial
3836;1;50;84770;1ar2er
3837;2;25;28804;technician/engineer
3838;1;25;10033;sales/2arketing
3839;2;50;2651;sales/2arketing
3840;1;25;2176;other or not speci1ied
3841;2;45;26101;trades2an/cra1ts2an
3842;1;35;92054;sel1-e2ployed
3843;1;1;32043;K-12 student
3844;2;18;73071;college/grad student
3845;2;25;94065;progra22er
3846;2;35;33884;other or not speci1ied
3847;2;25;12801;executive/2anagerial
3848;2;25;70809-2612;scientist
3849;2;35;14086;other or not speci1ied
3850;2;18;92278;clerical/ad2in
3851;2;25;60657;progra22er
3852;2;50;60302;sel1-e2ployed
3853;2;25;92614;sales/2arketing
3854;2;25;30340;sales/2arketing
3855;2;25;20886;technician/engineer
3856;1;35;93449;writer
3857;2;18;8822;sales/2arketing
3858;1;45;63119;ho2e2aker
3859;2;25;89145;other or not speci1ied
3860;2;45;44129;technician/engineer
3861;2;18;12604;college/grad student
3862;2;25;10025;technician/engineer
3863;2;25;94558;other or not speci1ied
3864;2;50;29630;writer
3865;1;1;95864;K-12 student
3866;2;45;63130;sales/2arketing
3867;2;35;45215;clerical/ad2in
3868;2;18;73112;progra22er
3869;2;18;63544;technician/engineer
3870;2;25;95050;technician/engineer
3871;2;18;64468;college/grad student
3872;2;25;14613;acade2ic/educator
3873;1;45;94558;artist
3874;2;25;92103;executive/2anagerial
3875;2;25;66605;other or not speci1ied
3876;2;25;11235;other or not speci1ied
3877;2;45;33705;acade2ic/educator
3878;2;35;22124;sel1-e2ployed
3879;2;25;83687;clerical/ad2in
3880;2;25;54942;executive/2anagerial
3881;2;18;44515;artist
3882;2;56;55337;sales/2arketing
3883;2;50;78411;sel1-e2ployed
3884;2;18;78759;college/grad student
3885;2;25;92728;progra22er
3886;2;35;95008;executive/2anagerial
3887;2;18;80513;college/grad student
3888;2;45;2067;technician/engineer
3889;2;45;66203;doctor/health care
3890;2;18;33143;college/grad student
3891;1;56;90039;sel1-e2ployed
3892;2;25;91505;writer
3893;2;25;79401;doctor/health care
3894;2;35;2139;sel1-e2ployed
3895;1;35;20723;other or not speci1ied
3896;2;35;60914;other or not speci1ied
3897;2;56;92069;technician/engineer
3898;2;45;1772;lawyer
3899;2;25;2135;technician/engineer
3900;1;25;55343;sales/2arketing
3901;2;18;85282;sales/2arketing
3902;2;25;46239;custo2er service
3903;2;25;2542;other or not speci1ied
3904;2;1;48445;K-12 student
3905;2;25;361069;technician/engineer
3906;2;50;54409;technician/engineer
3907;1;18;22201;sales/2arketing
3908;2;25;10021;other or not speci1ied
3909;2;18;19104;technician/engineer
3910;2;25;91505;writer
3911;2;18;92037;other or not speci1ied
3912;2;25;19104;college/grad student
3913;2;18;40207;technician/engineer
3914;2;35;84123;college/grad student
3915;1;35;71111;clerical/ad2in
3916;2;25;2134;college/grad student
3917;1;35;60618;ho2e2aker
3918;2;25;30189;trades2an/cra1ts2an
3919;2;45;73702;other or not speci1ied
3920;2;35;63126;technician/engineer
3921;2;25;95820;sales/2arketing
3922;2;18;53211;college/grad student
3923;2;35;92115;artist
3924;2;50;90254;progra22er
3925;2;25;77042;progra22er
3926;2;25;94404;artist
3927;1;25;67846;sel1-e2ployed
3928;2;25;55812;other or not speci1ied
3929;2;25;80227;custo2er service
3930;2;56;52240;clerical/ad2in
3931;2;25;92117;custo2er service
3932;2;25;49221;executive/2anagerial
3933;1;35;48073;doctor/health care
3934;2;25;44512;other or not speci1ied
3935;2;35;72118;trades2an/cra1ts2an
3936;1;35;1464;progra22er
3937;2;56;92020;artist
3938;2;25;92711-0571;artist
3939;2;45;91405;executive/2anagerial
3940;2;35;32708;writer
3941;2;45;40031;technician/engineer
3942;2;18;49855;college/grad student
3943;1;35;98074;executive/2anagerial
3944;1;35;80401;sel1-e2ployed
3945;1;45;96778;acade2ic/educator
3946;1;25;22207;progra22er
3947;2;25;90019;other or not speci1ied
3948;1;45;61554;progra22er
3949;2;45;44266;other or not speci1ied
3950;2;25;60056;college/grad student
3951;1;18;60014;college/grad student
3952;1;45;12449;acade2ic/educator
3953;2;25;55117;progra22er
3954;2;18;32601;college/grad student
3955;2;35;12831;other or not speci1ied
3956;2;25;94930-2010;other or not speci1ied
3957;2;35;40242;lawyer
3958;2;45;46112;executive/2anagerial
3959;1;45;3768;acade2ic/educator
3960;1;35;55014;sales/2arketing
3961;2;25;45230;acade2ic/educator
3962;1;56;98115;other or not speci1ied
3963;2;50;30030;writer
3964;2;56;66502;sel1-e2ployed
3965;2;18;65202;lawyer
3966;2;25;30096;other or not speci1ied
3967;1;18;13603;artist
3968;2;25;2903;artist
3969;2;56;12345;executive/2anagerial
3970;1;25;2903;artist
3971;1;18;80228;college/grad student
3972;1;25;23229;doctor/health care
3973;2;25;60614;executive/2anagerial
3974;2;35;30741;other or not speci1ied
